V;101;FCL;A-3413041;;;20140701;2;D;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;6,0000;
;;;;;;;;;;1;33,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;6,0000;
;;;;;;;;;;2;6,0000;
;;;;;;;;;;2;16,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;20,0000;
;;;;;;;;;;3;18,0000;
;;;;;;;;;;1;6,0000;
;;;;;;;;;;1;16,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;18,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;2;16,0000;
;;;;;;;;;;4;16,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;6,0000;
;;;;;;;;;;2;18,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;18,0000;
;;;;;;;;;;1;6,0000;
;;;;;;;;;;1;16,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;33,0000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;9,5000;
;;;;;;;;;;1;6,0000;
;;;;;;;;;;1;33,0000;
;;;;;;;;;;2;16,0000;
;;;;;;;;;;1;22,5000;
V;101;FCL;A-3413042;;;20140701;2;D;;1;15,4000;
;;;;;;;;;;2;17,5000;
;;;;;;;;;;3;17,5000;
;;;;;;;;;;12;17,5000;
;;;;;;;;;;12;17,5000;
;;;;;;;;;;12;17,5000;
;;;;;;;;;;2;15,4000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;3;17,5000;
;;;;;;;;;;4;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;2;17,5000;
;;;;;;;;;;9;17,5000;
;;;;;;;;;;1;15,4000;
;;;;;;;;;;4;15,4000;
;;;;;;;;;;1;15,4000;
;;;;;;;;;;4;17,5000;
;;;;;;;;;;14;17,5000;
;;;;;;;;;;2;17,5000;
;;;;;;;;;;15;17,5000;
;;;;;;;;;;6;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;8;17,5000;
;;;;;;;;;;6;17,5000;
;;;;;;;;;;1;15,4000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;16;17,5000;
;;;;;;;;;;12;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;2;15,4000;
;;;;;;;;;;9;17,5000;
;;;;;;;;;;1;15,4000;
;;;;;;;;;;14;17,5000;
;;;;;;;;;;16;17,5000;
;;;;;;;;;;29;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;20;17,5000;
;;;;;;;;;;22;17,5000;
;;;;;;;;;;13;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;12;17,5000;
;;;;;;;;;;1;15,4000;
;;;;;;;;;;20;17,5000;
;;;;;;;;;;18;17,5000;
;;;;;;;;;;6;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;4;17,5000;
;;;;;;;;;;5;17,5000;
;;;;;;;;;;2;15,4000;
;;;;;;;;;;17;17,5000;
;;;;;;;;;;13;17,5000;
;;;;;;;;;;9;17,5000;
;;;;;;;;;;11;17,5000;
;;;;;;;;;;8;17,5000;
;;;;;;;;;;4;17,5000;
;;;;;;;;;;27;17,5000;
;;;;;;;;;;15;17,5000;
;;;;;;;;;;7;17,5000;
;;;;;;;;;;4;17,5000;
;;;;;;;;;;4;17,5000;
;;;;;;;;;;12;17,5000;
;;;;;;;;;;3;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;1;17,5000;
;;;;;;;;;;11;17,5000;
;;;;;;;;;;6;17,5000;
;;;;;;;;;;1;15,4000;
;;;;;;;;;;10;17,5000;
;;;;;;;;;;8;17,5000;
V;101;FCL;A-3413043;;;20140701;2;D;;3;1,0000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;3;0,7500;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;1;5,0000;
;;;;;;;;;;2;0,7500;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;1;7,5000;
;;;;;;;;;;3;5,0000;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;4;4,5000;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;7;1,0000;
;;;;;;;;;;7;1,0000;
;;;;;;;;;;3;1,0000;
;;;;;;;;;;2;1,8000;
;;;;;;;;;;1;5,0000;
;;;;;;;;;;1;0,5000;
;;;;;;;;;;1;2,0000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;2;0,7500;
;;;;;;;;;;1;1,4000;
;;;;;;;;;;1;4,5000;
;;;;;;;;;;3;1,0000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;1;5,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;1;4,5000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;3;1,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;4;1,5000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;1;4,5000;
;;;;;;;;;;1;2,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;1;5,5000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;2;1,5000;
;;;;;;;;;;2;5,0000;
;;;;;;;;;;3;1,0000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;1;1,0000;
;;;;;;;;;;1;1,5000;
;;;;;;;;;;4;5,0000;
;;;;;;;;;;1;5,0000;
;;;;;;;;;;1;5,0000;
;;;;;;;;;;9;1,5000;
;;;;;;;;;;1;4,5000;
;;;;;;;;;;3;1,0000;
;;;;;;;;;;1;5,0000;
;;;;;;;;;;4;1,0000;
;;;;;;;;;;2;1,0000;
;;;;;;;;;;1;5,0000;
